"","postcode","suburb","Year","OffenceDivision","OffenceSubdivision","OffenceSubgroup","IncidentsRecorded","lat","lon"
"3296",3011,"SEDDON",2009,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.808769,144.895486
"3303",3011,"SEDDON",2008,"C Drug offences","C30 Drug use and possession","C31 Drug use",145,-37.808769,144.895486
"3311",3011,"SEDDON",2009,"C Drug offences","C30 Drug use and possession","C32 Drug possession",549,-37.808769,144.895486
"3322",3011,"SEDDON",2009,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.808769,144.895486
"3341",3011,"SEDDON",2011,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.808769,144.895486
"3373",3011,"SEDDON",2008,"C Drug offences","C30 Drug use and possession","C32 Drug possession",380,-37.808769,144.895486
"3391",3011,"SEDDON",2014,"C Drug offences","C30 Drug use and possession","C32 Drug possession",270,-37.808769,144.895486
"3394",3011,"SEDDON",2011,"C Drug offences","C30 Drug use and possession","C32 Drug possession",145,-37.808769,144.895486
"3399",3011,"SEDDON",2017,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.808769,144.895486
"3423",3011,"SEDDON",2016,"C Drug offences","C30 Drug use and possession","C32 Drug possession",270,-37.808769,144.895486
"3432",3011,"SEDDON",2014,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.808769,144.895486
"3439",3011,"SEDDON",2016,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.808769,144.895486
"3453",3011,"SEDDON",2012,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.808769,144.895486
"3455",3011,"SEDDON",2013,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",478,-37.808769,144.895486
"3469",3011,"SEDDON",2017,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-37.808769,144.895486
"3476",3011,"SEDDON",2008,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.808769,144.895486
"3477",3011,"SEDDON",2016,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.808769,144.895486
"3479",3011,"SEDDON",2012,"C Drug offences","C30 Drug use and possession","C32 Drug possession",380,-37.808769,144.895486
"3496",3011,"SEDDON",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",145,-37.808769,144.895486
"3498",3011,"SEDDON",2012,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",270,-37.808769,144.895486
"3521",3011,"SEDDON",2010,"C Drug offences","C30 Drug use and possession","C32 Drug possession",601,-37.808769,144.895486
"3534",3011,"SEDDON",2010,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-37.808769,144.895486
"3537",3011,"SEDDON",2010,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.808769,144.895486
"3572",3011,"SEDDON",2015,"C Drug offences","C30 Drug use and possession","C32 Drug possession",380,-37.808769,144.895486
"3588",3012,"BROOKLYN",2011,"C Drug offences","C30 Drug use and possession","C32 Drug possession",478,-37.814624,144.847108
"3605",3012,"BROOKLYN",2011,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.814624,144.847108
"3643",3012,"BROOKLYN",2009,"C Drug offences","C30 Drug use and possession","C32 Drug possession",380,-37.814624,144.847108
"3691",3012,"BROOKLYN",2011,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.814624,144.847108
"3693",3012,"BROOKLYN",2012,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",601,-37.814624,144.847108
"3707",3012,"BROOKLYN",2012,"C Drug offences","C30 Drug use and possession","C32 Drug possession",380,-37.814624,144.847108
"3711",3012,"BROOKLYN",2014,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.814624,144.847108
"3740",3012,"BROOKLYN",2014,"C Drug offences","C30 Drug use and possession","C32 Drug possession",549,-37.814624,144.847108
"3753",3012,"BROOKLYN",2014,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-37.814624,144.847108
"3757",3012,"BROOKLYN",2010,"C Drug offences","C30 Drug use and possession","C32 Drug possession",380,-37.814624,144.847108
"3758",3012,"BROOKLYN",2017,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-37.814624,144.847108
"3760",3012,"BROOKLYN",2015,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.814624,144.847108
"3766",3012,"BROOKLYN",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",601,-37.814624,144.847108
"3768",3012,"BROOKLYN",2008,"C Drug offences","C30 Drug use and possession","C32 Drug possession",145,-37.814624,144.847108
"3769",3012,"BROOKLYN",2008,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.814624,144.847108
"3770",3012,"BROOKLYN",2008,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.814624,144.847108
"3783",3012,"BROOKLYN",2017,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.814624,144.847108
"3810",3012,"BROOKLYN",2011,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.814624,144.847108
"3812",3012,"BROOKLYN",2010,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.814624,144.847108
"3816",3012,"BROOKLYN",2009,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",270,-37.814624,144.847108
"3830",3012,"BROOKLYN",2016,"C Drug offences","C30 Drug use and possession","C32 Drug possession",145,-37.814624,144.847108
"3834",3012,"BROOKLYN",2015,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-37.814624,144.847108
"3856",3012,"BROOKLYN",2016,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.814624,144.847108
"3862",3012,"BROOKLYN",2009,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.814624,144.847108
"3890",3012,"BROOKLYN",2013,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.814624,144.847108
"3909",3012,"KINGSVILLE",2010,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.812635,144.881803
"3912",3012,"KINGSVILLE",2008,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-37.812635,144.881803
"3914",3012,"KINGSVILLE",2010,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.812635,144.881803
"3916",3012,"KINGSVILLE",2009,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-37.812635,144.881803
"3917",3012,"KINGSVILLE",2010,"C Drug offences","C30 Drug use and possession","C32 Drug possession",380,-37.812635,144.881803
"3918",3012,"KINGSVILLE",2014,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.812635,144.881803
"3919",3012,"KINGSVILLE",2014,"C Drug offences","C30 Drug use and possession","C32 Drug possession",145,-37.812635,144.881803
"3922",3012,"KINGSVILLE",2009,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.812635,144.881803
"3957",3012,"KINGSVILLE",2011,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-37.812635,144.881803
"3959",3012,"KINGSVILLE",2008,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",478,-37.812635,144.881803
"3961",3012,"KINGSVILLE",2014,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.812635,144.881803
"3982",3012,"KINGSVILLE",2017,"C Drug offences","C30 Drug use and possession","C32 Drug possession",145,-37.812635,144.881803
"4000",3012,"KINGSVILLE",2008,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.812635,144.881803
"4002",3012,"KINGSVILLE",2016,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.812635,144.881803
"4009",3012,"KINGSVILLE",2015,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.812635,144.881803
"4021",3012,"KINGSVILLE",2012,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-37.812635,144.881803
"4047",3012,"KINGSVILLE",2012,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.812635,144.881803
"4053",3012,"KINGSVILLE",2016,"C Drug offences","C30 Drug use and possession","C32 Drug possession",270,-37.812635,144.881803
"4062",3012,"KINGSVILLE",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",478,-37.812635,144.881803
"4067",3012,"KINGSVILLE",2016,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.812635,144.881803
"4148",3012,"MAIDSTONE",2017,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",658,-37.782096,144.874299
"4162",3012,"MAIDSTONE",2017,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",270,-37.782096,144.874299
"4164",3012,"MAIDSTONE",2016,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.782096,144.874299
"4166",3012,"MAIDSTONE",2016,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",79,-37.782096,144.874299
"4174",3012,"MAIDSTONE",2009,"C Drug offences","C30 Drug use and possession","C31 Drug use",270,-37.782096,144.874299
"4175",3012,"MAIDSTONE",2009,"C Drug offences","C30 Drug use and possession","C32 Drug possession",601,-37.782096,144.874299
"4176",3012,"MAIDSTONE",2016,"C Drug offences","C30 Drug use and possession","C32 Drug possession",123,-37.782096,144.874299
"4188",3012,"MAIDSTONE",2009,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.782096,144.874299
"4201",3012,"MAIDSTONE",2011,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",658,-37.782096,144.874299
"4211",3012,"MAIDSTONE",2013,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.782096,144.874299
"4238",3012,"MAIDSTONE",2011,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",380,-37.782096,144.874299
"4242",3012,"MAIDSTONE",2015,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",549,-37.782096,144.874299
"4246",3012,"MAIDSTONE",2012,"C Drug offences","C30 Drug use and possession","C32 Drug possession",68,-37.782096,144.874299
"4251",3012,"MAIDSTONE",2011,"C Drug offences","C30 Drug use and possession","C31 Drug use",145,-37.782096,144.874299
"4255",3012,"MAIDSTONE",2015,"C Drug offences","C30 Drug use and possession","C32 Drug possession",35,-37.782096,144.874299
"4266",3012,"MAIDSTONE",2011,"C Drug offences","C30 Drug use and possession","C32 Drug possession",90,-37.782096,144.874299
"4269",3012,"MAIDSTONE",2015,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.782096,144.874299
"4272",3012,"MAIDSTONE",2012,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.782096,144.874299
"4278",3012,"MAIDSTONE",2010,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",634,-37.782096,144.874299
"4283",3012,"MAIDSTONE",2015,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",270,-37.782096,144.874299
"4286",3012,"MAIDSTONE",2012,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",380,-37.782096,144.874299
"4287",3012,"MAIDSTONE",2017,"C Drug offences","C30 Drug use and possession","C32 Drug possession",601,-37.782096,144.874299
"4289",3012,"MAIDSTONE",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",601,-37.782096,144.874299
"4301",3012,"MAIDSTONE",2014,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",478,-37.782096,144.874299
"4306",3012,"MAIDSTONE",2011,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.782096,144.874299
"4329",3012,"MAIDSTONE",2014,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-37.782096,144.874299
"4349",3012,"MAIDSTONE",2009,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",478,-37.782096,144.874299
"4354",3012,"MAIDSTONE",2013,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",634,-37.782096,144.874299
"4376",3012,"MAIDSTONE",2008,"C Drug offences","C30 Drug use and possession","C32 Drug possession",68,-37.782096,144.874299
"4382",3012,"MAIDSTONE",2014,"C Drug offences","C30 Drug use and possession","C32 Drug possession",658,-37.782096,144.874299
"4463",3012,"MAIDSTONE",2012,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",145,-37.782096,144.874299
"4486",3012,"MAIDSTONE",2008,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",658,-37.782096,144.874299
"4494",3012,"MAIDSTONE",2010,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.782096,144.874299
"4501",3012,"MAIDSTONE",2010,"C Drug offences","C30 Drug use and possession","C32 Drug possession",79,-37.782096,144.874299
"4509",3012,"MAIDSTONE",2008,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.782096,144.874299
"4543",3012,"TOTTENHAM",2012,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.799065,144.857829
"4550",3012,"TOTTENHAM",2014,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",270,-37.799065,144.857829
"4564",3012,"TOTTENHAM",2011,"C Drug offences","C30 Drug use and possession","C32 Drug possession",270,-37.799065,144.857829
"4569",3012,"TOTTENHAM",2012,"C Drug offences","C30 Drug use and possession","C32 Drug possession",549,-37.799065,144.857829
"4585",3012,"TOTTENHAM",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",145,-37.799065,144.857829
"4602",3012,"TOTTENHAM",2015,"C Drug offences","C30 Drug use and possession","C32 Drug possession",145,-37.799065,144.857829
"4627",3012,"TOTTENHAM",2013,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.799065,144.857829
"4660",3012,"TOTTENHAM",2010,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-37.799065,144.857829
"4663",3012,"TOTTENHAM",2017,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-37.799065,144.857829
"4674",3012,"TOTTENHAM",2008,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.799065,144.857829
"4686",3012,"TOTTENHAM",2009,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.799065,144.857829
"4687",3012,"TOTTENHAM",2008,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.799065,144.857829
"4688",3012,"TOTTENHAM",2014,"C Drug offences","C30 Drug use and possession","C32 Drug possession",145,-37.799065,144.857829
"4716",3012,"TOTTENHAM",2009,"C Drug offences","C30 Drug use and possession","C32 Drug possession",634,-37.799065,144.857829
"4730",3013,"YARRAVILLE",2013,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",380,-37.816178,144.889774
"4743",3013,"YARRAVILLE",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",171,-37.816178,144.889774
"4746",3013,"YARRAVILLE",2015,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-37.816178,144.889774
"4748",3013,"YARRAVILLE",2015,"C Drug offences","C30 Drug use and possession","C32 Drug possession",46,-37.816178,144.889774
"4758",3013,"YARRAVILLE",2013,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-37.816178,144.889774
"4760",3013,"YARRAVILLE",2016,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.816178,144.889774
"4770",3013,"YARRAVILLE",2015,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",270,-37.816178,144.889774
"4778",3013,"YARRAVILLE",2016,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.816178,144.889774
"4786",3013,"YARRAVILLE",2012,"C Drug offences","C30 Drug use and possession","C31 Drug use",380,-37.816178,144.889774
"4813",3013,"YARRAVILLE",2012,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",380,-37.816178,144.889774
"4817",3013,"YARRAVILLE",2014,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.816178,144.889774
"4866",3013,"YARRAVILLE",2012,"C Drug offences","C10 Drug dealing and trafficking","C11 Drug dealing",1,-37.816178,144.889774
"4889",3013,"YARRAVILLE",2014,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",380,-37.816178,144.889774
"4890",3013,"YARRAVILLE",2010,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.816178,144.889774
"4910",3013,"YARRAVILLE",2011,"C Drug offences","C30 Drug use and possession","C32 Drug possession",112,-37.816178,144.889774
